,0,1
12532,bym prosiła nadesłanie druczków płacenia telewizję kablową,dtv
12533,bym prosiła odblokowanie telewizji,saldo
12534,bym prosiła przysłanie adres domowy nowych rachunków zapłaty,saldo
12535,bym prosiła rachunki,saldo
12536,bym prosiła rachunku,saldo
12537,bym proszę prostu zwrot opłat nadpłaty,płatności
12538,bym chciała dowiedzieć płatność,saldo
12539,bym chciała spytać dostanę rachunek zapłatę,saldo
12540,bym dowiedzieć włączone hbo,hbo
12541,bym chciała prosić przysłanie druków mamy płatności miesiąc abonament,saldo
12542,bym państwem rozwiązać umowę,rezygnacje
12543,bym zgłosił programów,dtv
12544,rachunku dołączyć telefon komórkowy,telefon mobilny
12545,druki powiedzieć płacić telewizor,dtv
12546,umowa skończyła dodatkowe kanały dodatkowych kanałów zrezygnować,rezygnacje
12547,rachunku wierzcie westy,saldo
12548,,dtv
12549,odstąpić umowy,odstąpienie
12550,odstąpić umowy proszę przekierowanie konsultanta,odstąpienie
12551,prostu mijać normalny telewizor programy mieć,dtv
12552,prostu dowiedzieć numer dołki kielcach nowe takiego numeru telefon centrali prostu daje prawda,dtv
12553,porozmawiać telewizyjnej,dtv
12554,porozmawiać telewizji internetu telefonicznego,dtv
12555,porozmawiać odpowiedni,dtv
12556,prosić dzieje udać zapłacić ekspres,dtv
12557,przełożyć wizytę technika jesteśmy gwarantami,zmiana terminu wizyty
12558,rozmawiać klientką państwa zepsuł dekoder,dtv
12559,rozmawiać temat dwudziestym odbioru telewizji,dtv
12560,rozmawiać temat salda chce rozmawiać temat salda,saldo
12561,rozmawiać temat wymiany dekodera,dtv
12562,rozmawiać nadpłaty,saldo
12563,rozmawiać opłat,płatności
12564,rozmawiać opłat abonamentowych,płatności
12565,rozwiązać umowę firmą,rezygnacje
12566,rozwiązać umowę,rezygnacje
12567,rozwiązać umowę,rezygnacje
12568,telewizją nadziemną powstać technicznych chyba nowe jakieś dekodery,dtv
12569,dodzwonić multimedia polska babice rachunek zapłacenia stary,saldo
12570,sprawdzić dopłaty znaczy,dtv
12571,kanałów telewizyjnych porozmawiać,dtv
12572,telewizji,dtv
12573,wiedzieć wyślecie rachunki,saldo
12574,wiedzieć dostaniemy rachunek zapłaty,saldo
12575,wypowiedzieć umowę,rezygnacje
12576,rozmawiać abonamentu przysłanie abonamentu zapłaty telewizję,saldo
12577,zasięgnąć informacji rachunku,saldo
12578,zerwać umowę,rezygnacje
12579,zerwać umowę,rezygnacje
12580,zgłosić naprawy dekodera,dtv
12581,zgłosić wczoraj telewizji,dtv
12582,zmienić adres zamieszkania,przeniesienie usług
12583,zrezygnować umowy telewizją,rezygnacje
12584,żebyście włączyli należy płacę żebym mogła oglądać telewizję,dtv
12585,dostałem rachunki kablówkę zapłaty,saldo
12586,dowiedzieć przekierować rachunek firmę,saldo
12587,prosić przysłanie druków opłaty skończyły,saldo
12588,spytać jaką sumę zapłaty,saldo
12589,rachunku,saldo
12590,zadłużenia mojego,windykacja
12591,wypowiedzieć telewizja,dtv
12592,zapytać dowodów wpłat opłacenie kablowej telewizji,dtv
12593,zmienić termin,zmiana terminu wizyty
12594,zrezygnować,rezygnacje
12595,chciałam rachunki telewizję,saldo
12596,chciałam blankietów termin płatności otrzymałam blankietów,saldo
12597,chciałam dostałam wezwanie zapłaty niby rachunek zapłaciłam,saldo
12598,chciałam dekoder wymienić,dtv
12599,chciałam dowiedzieć miesiąca rachunków płacenia abonament,saldo
12600,chciałam byłam złożyłam wypowiedzenie ostatniego ognia zlikwidowałam rzeczy telefony,rezygnacje
12601,chciałam chciałam dostałem rachunki niedopłatę chciałam wyjaśnić,saldo
12602,chciałam chciałam zmienić dekoder,dtv
12603,chciałam rachunki zapytać,saldo
12604,chciałam rachunku dostałam zapłaty miesiąc,saldo
12605,chciałam opłaty opłat dowiedzieć opłaty telefon,saldo
12606,chciałam powiedzieć antenę wersji płacę czas umie pisze sygnału dzieje,dtv
12607,chciałam prostu poinformować dekoder działa dwudziestu czterech godzinach naprawił,dtv
12608,chciałam prostu zrezygnować internetu założony internet tymczasowo umawiałam zrezygnuje przyjdzie potrzeba chciałam zrezygnować internetu umowy,rezygnacje
12609,chciałam poinformować dekoder całą dobę wnosi ciepły,dtv
12610,chciałam porozmawiać miałam mieć założony dekoder drugi,dtv
12611,chciałam porozmawiać temat faktury zgadza faktura którą otrzymałam,płatności
12612,chciałam porozmawiać temat wczorajszej rozmowy zamawiałem wifi mechanik przejechał,internet stacjonarny
12613,chciałam prosić numer konta zapłacenia abonamentu,saldo
12614,chciałam prosić rachunek rachunki rachunki,saldo
12615,chciałam prosić wysłanie adres blankietów opłaty,saldo
12616,chciałam przedłużyć nową książeczkę opłat skończyła,płatności
12617,chciałam przełożyć wizytę,zmiana terminu wizyty
12618,chciałam rachunki przelewy płacenia,saldo
12619,chciałam rozmawiać opłaty fakturze podanej,saldo
12620,chciałam rozwiązać umowę,rezygnacje
12621,chciałam rozwiązać umowę umowa osobę nieżyjącą,rezygnacje
12622,chciałam dowiedzieć dostałam rachunki telewizję kablową nadpłatę mogę rachunku odliczyć nadpłatę,saldo
12623,chciałam dowiedzieć dłuższego czasu program drugi telewizji głosu głos tle,dtv
12624,chciałam dowiedzieć reklamują nowym systemie telewizji naziemnej chciałem dowiedzieć telewizor musiała zmieniać,dtv
12625,chciałam dowiedzieć rachunkami tytułu opłaty metra,płatności
12626,chciałam dowiedzieć dostałam rachunków telewizję kablową,saldo
12627,chciałam dowiedzieć dostałam opłaty ekstra,saldo
12628,chciałam dowiedzieć mogę wymienić dekoder stary dekoder łączy przeszło,dtv
12629,chciałam dowiedzieć wynosi faktura miesiąc,płatności
12630,chciałam dowiedzieć zadłużenie koncie,windykacja
12631,chciałam dowiedzieć dostanę blankiety opłatę,płatności
12632,chciałam odnośnie rachunków zapytać zostały wysyłamy telewizor,saldo
12633,chciałam spytać dostałam płacenia blankiety przedwczoraj wczoraj przedwczoraj dobra,płatności
12634,chciałam zapytać przychodziły rachunki domu dostałam zrobić czekać,saldo
12635,chciałam zapytać zmienił numer rachunku bankowego,saldo
12636,chciałam zapytać opłaty,saldo
12637,chciałam zapytać płatności,saldo
12638,chciałam zapytać rachunki,saldo
12639,chciałam zawiera mamy książeczki opłaty,saldo
12640,chciałam spytać otrzymałam rachunku,saldo
12641,chciałam spytać wysyłamy rachunki kablówkę,saldo
12642,chciałam czynszu znaczy opłaty,saldo
12643,chciałam oddania dekodera płyty taśmy taśmie,dtv
12644,chciałam płatności,saldo
12645,chciałam płatności faktury,saldo
12646,chciałam rachunku,saldo
12647,chciałam rachunku czekaliśmy wydruki wpłaciliśmy pół wcześniej okazuje,saldo
12648,chciałam rachunku porozmawiać,saldo
12649,chciałam rachunku rozliczenia,saldo
12650,chciałam zapłaty uregulowania,saldo
12651,chciałam wybór należy telewizor internet ogólnego odbieraniem telewizor spółdzielni,dtv
12652,chciałam wyjaśnić fakturę,płatności
12653,chciałam wyjaśnić otrzymałam któraś faktura niezapłacona,płatności
12654,chciałam umową rachunku dostałam rachunek chciałem zapytać buty nadwyżka mogę odliczyć odzyska,saldo
12655,chciałam zapytać otrzymałam potwierdzenie przyjęcia wypowiedzenia umowy umowa została,rezygnacje
12656,chciałam zapytać numer dzwonię chwili zapłaty,saldo
12657,chciałam zapytać ulicę pomorską została wysłana wysłany dekoder,dtv
12658,chciałam zapytać rachunku pory,saldo
12659,chciałam zapytać chlewisk miał akacjowa miał włączoną telewizję,dtv
12660,chciałam zapytać taką rzecz państwo wynająć dekodery nowy system telewizji zostanie wprowadzony,dtv
12661,chciałam zapytać mogę opłacić teren blankiet dzikiem,płatności
12662,chciałam zapytać rachunki nowy zapłaty rachunku,saldo
12663,chciałam zgłosić awarię dekodera,dtv
12664,chciałam zgłosić awarię swojego dekoderu przekazuje,dtv
12665,chciałam zgłosić telewizor działa ogóle dekoder jednym telewizorze drugim,dtv
12666,chciałam zgłosić rachunki bzie rachunku,saldo
12667,chciałam zgłosić router słaby,internet stacjonarny
12668,chciałam zgłosić mamy odbioru telewizji,dtv
12669,chciałam zgłosić mamy telewizji ogóle telefonu ulicy bema eldomów,dtv
12670,chciałam zgłosić sygnału sygnału telewizyjnego,dtv
12671,chciałam zgłosić przysłano druki zapłaty,saldo
12672,chciałam waszym abonentem odbiorów telewizyjnych stało wczoraj,dtv
12673,chciałam dowiedzieć przyszło przyślą blankiety wypłatę,płatności
12674,awarię dekodera zgłaszać zgłoszę,dtv
12675,poprosić przysłanie druku opłaty,saldo
12676,prawach rachunku,saldo
12677,przenieść swój internet adres możliwość,przeniesienie usług
12678,zapytać wypowiedzieć umowę,rezygnacje
12679,wyjaśnić opłaty wiem numer zadzwonić,saldo
12680,zerwać umowę,rezygnacje
12681,chciałem numer konta wpłacić pieniądze abonament,saldo
12682,chciałem odstąpić umowy,odstąpienie
12683,chciałem dowiedzieć sosnowca dzwonił mamy ogóle połączenia telewizji sygnału,dtv
12684,chciałem dowiedzieć faktury,płatności
12685,chciałem dowiedzieć powinnam zapłacić jakąś nadpłatę,saldo
12686,chciałem dowiedzieć wynosi rachunek zapłaty zmieniono trochę umowę miałam zmieniony internet szybszy,saldo
12687,chciałem dowiedzieć książeczka przyjdzie nowa pory dostałam mogę opłaty zrobić,saldo
12688,chciałem dowiedzieć hasło wifi internet,internet stacjonarny
12689,chciałem spytać wysiadł głos dekoderze niedawno podłączony telewizora robić,dtv
12690,chciałem zapytać bloczku zapłacenia miesiąc włączymy skończyły,saldo
12691,chciałem zapytać dostaliście ode odstąpienie umowy,odstąpienie
12692,chciałem zapytać mamy długo blankietów opłaty abonamentu koniec miesiąca mamy,saldo
12693,chciałem zapytać zadłużenia,windykacja
12694,chciałem zapytać blankiety płacenia,płatności
12695,chciałem programu kanałów,dtv
12696,chciałem rachunku zalegam jakiejś opla,saldo
12697,chciałem zapytać tą nową generacją telewizji jakieś zmiany zek,dtv
12698,chciałem zapytać fakt wojsko miesiąca faktura żebym zapłacił miesiąc halo,płatności
12699,chciałem zapytać miał włączony wisełka akacjowa sygnał telewizję wyłączoną piątku,dtv
12700,chciałem zgłosić usterkę odbiera telefon stacjonarny konica lampki modemie,telefon stacjonarny
12701,chciałem zmienić termin montowania,zmiana wizyty technika
12702,chciałem zmienić jednego pokoju pokoju internet,internet stacjonarny
12703,chciałem zrezygnować kanałów hb,rezygnacje
12704,chciałem zrezygnować umowy,rezygnacje
12705,chciałem blankietów zapłacenia,saldo
12706,chciałem przysłano rachunki wysłanie,saldo
12707,chcieć telewizor,dtv
12708,chodzi hasło klucz wifi,internet stacjonarny
12709,zadłużenie,windykacja
12710,mogę pomóc halo bym prosiła naprawę dekodera popsuł dekoder odbiera telewizja,dtv
12711,czekam fakturę,płatności
12712,czekam fakturę kablówki przychodzi faktura zapłacić,płatności
12713,czekam montera miał dwunastu czternastu,brak wizyty technika
12714,dzwonię rachunku żebyś wyjaśniła,saldo
12715,otrzymałam wczoraj faktury kwaśniewska zapłacenia wiem,płatności
12716,dostałam sms zalegam wypowiedziałem umowę,saldo
12717,dostałam smsa nadpłatę chciałam,saldo
12718,otrzymałam wezwanie zapłaty rozumie chodzi,saldo
12719,dzwonię rozwiązać umowę,rezygnacje
12720,dzwonię mogę mogę prostu odbieram ogóle programu telewizyjnego płacić,dtv
12721,dzwonię państwa trzeci telewizor działa wczoraj,dtv
12722,dzwonię odnośnie faktury,płatności
12723,dzwonię stramkowa dom extry program programie obrazu napotkacie obraz głosu,dtv
12724,dzwonię rachunków,saldo
12725,dzwonię technicznych ulicy leśmiana telewizji grają telewizor wiem usterka pół trzeciej,dtv
12726,dzwonię technicznych odbiera telewizja,dtv
12727,dzwonię anteny kablowej sygnału dzwonię proszowiec obrazu wczoraj,dtv
12728,dzwonię anteny wczoraj programu żadnego telewizji,dtv
12729,dzwonię chciałam dowiedzieć zadłużenia rachunkach płacimy,windykacja
12730,dzwonię przeprowadzam przenieść prostu usługi miejsce,przeniesienie usług
12731,dzwonię faktury przyszłą samemu wypełniać,płatności
12732,dzwonię dekodera chciałam zgłosić reklamację,dtv
12733,dzwonię druków zapłaty abonament miesiąc,saldo
12734,dzwonię faktur proszę przysłano faktury zapłacone miesiące,płatności
12735,dzwonię faktury,płatności
12736,dzwonię faktury pory faktu faktury wielka niedźwiedzica,płatności
12737,dzwonię faktury zapłaty,płatności
12738,dzwonię faktury korygującej,płatności
12739,dzwonię faktury telewizor pory żeśmy dostali,płatności
12740,dzwonię hasła wifi,internet stacjonarny
12741,dzwonię kablówki mamy kanałów osiowa dalej ustawić wiem zrobić,dtv
12742,dzwonię karty sim mojego telefonu komórkowego którą czekam,telefon mobilny
12743,dzwonię odstąpienia umowy,odstąpienie
12744,dzwonię opłat,płatności
12745,dzwonię opłat wczoraj posłów opłaty chciałam dowiedzieć doszły,płatności
12746,dzwonię opłaty telewizor,saldo
12747,dzwonię płatności,saldo
12748,dzwonię płatności chciałem chciałem państwo wysłali faktury opłacenia,saldo
12749,dzwonię polsat sport piłki,polsat
12750,dzwonię przeniesienia telefonu multimedia dobę,przeniesienie usług
12751,dzwonię przesłania ponaglenia zapłaty halo,saldo
12752,dzwonię rachunku,saldo
12753,dzwonię rachunku mogę dodzwonić rachunku kończy rozmowy wiem załatwić,saldo
12754,dzwonię rachunku otrzymałam miesiąc otrzymałam,saldo
12755,dzwonię rachunku otrzymałam opłatę,saldo
12756,dzwonię rachunku otrzymałam,saldo
12757,dzwonię rachunku słyszy,saldo
12758,dzwonię rachunku numer ewidencyjny,saldo
12759,dzwonię rachunku miesiąc,saldo
12760,dzwonię otrzymałem fakturę,płatności
12761,dzwonię nowej telewizji chciałem zapytać dekoder,dtv
12762,dzwonię telewizji,dtv
12763,dzwonię telewizora,dtv
12764,dzwonię telewizora nazywam sikorska mieszkam stoi telewizor kablówce weź,dtv
12765,dzwonię techniczny związku miałam popsuty dekoder wymienił dekoder,dtv
12766,dzwonię wymiany dekodera popsuł dekoder,dtv
12767,dzwonię zadłużenia,windykacja
12768,dzwonię zaległości swoich muszę wyjaśnić,windykacja
12769,dzwonię zapłaty rachunku,saldo
12770,dzwonię zwrotu sprzętu dostałam wezwanie,zwrot sprzętu
12771,dzwonię telewizji,dtv
12772,dzwonię takiej ostatnio miał państwa wykupioną zmarł chciałam rozwiązać umowę wiem momencie robić,rezygnacje
12773,dzwonię takiej dostałam blankiety wpłat państwo przysyłali szkoda papieru płacę internet,płatności
12774,dzwonię takiej pół godziny kanałów mieszkam gdańsku kanałów odbierać,dtv
12775,dzwonię takiej mamy rosyjskiego centrum edukacyjnego mamy wykupioną telewizję,dtv
12776,dzwonię bielawy bielawa osiedle dwudziestopięciolecia programu telewizji trzech tygodni,dtv
12777,dzwonię dostałem kupę rachunków dowiedzieć nadpłatę niedopłatę dalej,saldo
12778,dzwonię powie prostu telewizorze sygnału,dtv
12779,dzwonię gąbina oddział gostynin mamy programu wyświetla sygnału,dtv
12780,dzwonię drugi dzwonię numer miałam komórki,telefon mobilny
12781,dzwonię jeleniej góry odbioru telewizji programów,dtv
12782,dzwonię komórki,telefon mobilny
12783,dzwonię komórki proszę dostałem rachunki wiem złote czynienia,telefon mobiny
12784,dzwonię komórki chodzi zawieszenie telewizora próbowałam,telefon mobiny
12785,dzwonię komórki czerwonego krzyża mieszkania,telefon mobiny
12786,dzwonię komórki mieszkania,telefon mobilny
12787,dzwonię nazwisko proszę otrzymywaliśmy faktury rachunki,płatności
12788,dzwonię sygnału telewizji,dtv
12789,dzwonię telefonu komórkowego chodzi mamy,telefon mobilny
12790,dzwonię telefonu komórkowego,telefon mobilny
12791,dzwonię ulicy bohaterów getta mamy ogóle odbioru telewizji sygnału,dtv
12792,dzwonię mieszkam ulicy oddane sygnału telewizory żadnym,dtv
12793,dzwoniłam chciałam odwołać mechanika telewizora,dtv
12794,dzwoniłam chwileczką rozłączyło jeleniej góry dzwonię telewizji przypuszczam awaria,dtv
12795,dzwoniłam telewizora naprawiłem odwołuje przychodził wpis naprawy,dtv
12796,przemocy zepsuł telewizor,dtv
12797,internetu internet wiem chodzi kółka latają,internet stacjonarny
12798,porozmawiać technicznych słyszałam,dtv
12799,chciał zgłaszam zgłosić wymianę dekodera,dtv
12800,chciałam prostu wcisnęłam źle pilocie kanał wyświetlił 1000 umie wyjść,dtv
12801,dekoder działa,dtv
12802,dzwonię odnośnie przeniesienia telefonu play,przeniesienie usług
12803,dzwonię kwiatowej ranga całym bloku telewizji żadnej żadnego programu proszę samego,dtv
12804,prostu chciałam zapytać otrzymałam rachunku zapłaty,saldo
12805,prostu dostałam rachunku,saldo
12806,potrzebuję hasło wifi,internet stacjonarny
12807,kontaktuję rachunku,saldo
12808,takim wieku denerwuje mogę porozumieć telewizor wyświetla przerwy,dtv
12809,szałamaje proszę śmierć róż telewizora rady cóż celem szaman szyba,dtv
12810,rachunku płacić abonamentu blankiety skończyły mogę uzyskać blankiety,saldo
12811,dostałem druczków zapłaty,saldo
12812,zapłacone zapłaciłam dostałam rachunek,saldo
12813,powiedziałam internetu stacjonarnego telewizji,internet stacjonarny
12814,rozmawiałam chciałam połączyła konsultantką faktury,płatności
12815,kiedyś zgłaszałem poniedziałek zgłaszałam telewizji całą niedzielę południa,dtv
12816,komunikuje rachunku,saldo
12817,kontaktuje internetu stacjonarnego,internet stacjonarny
12818,kontaktuje rachunku,saldo
12819,abonament telewizję,dtv
12820,awarię telewizji,dtv
12821,awarię telewizora słaby sygnał sygnału ciągle przerywa mogę oglądać,dtv
12822,pakiet sygnału,dtv
12823,dekoder chciałem jednego zrezygnować,dtv
12824,miałam wizytę podłączenia dekodera dziesiątą dwunastą chciałam zapytać godzina mniej,dtv
12825,internet domowy internet,internet stacjonarny
12826,kłopot odbiorem dekoder dyle,dtv
12827,nadpłaty,saldo
12828,niewłaściwie działa telefon domowy,telefon stacjonarny
12829,normalny domowy telewizor sygnału chwili,dtv
12830,pakiet telewizja internet telefon,dtv
12831,prostu chodzi zapłaty faktury zapłaciłam przyszło zapłacić,saldo
12832,powiedzmy stacjonarny chodzi prostu chwili doładować,internet stacjonarny
12833,problem chyba dekoderem,dtv
12834,problem dekoderem,dtv
12835,problem kartą pisze sprawdzić kartę przecieram napisany problem kartą,dtv
12836,problemy platynowej połowy programów,dtv
12837,pytanie mogę dostać drugi dekoder,dtv
12838,pytanie piłę opłaty zrobić bierze,saldo
12839,pytanie odnośnie odesłana routera chciałam zapytać wystarczające odstąpić umowy wygląda procedura,odstąpienie
12840,sprawę czymś telewizora,dtv
12841,taką prośbę skończyły rachunki opłatę mogłabym prosić przysłanie nowych,saldo
12842,taką sprawę chciałem zrezygnować prostu kanałów hbo,rezygnacje
12843,taką sprawę złożyłem wymówienie rozwiązanie umowy przesył telewizji kablowej internetu,rezygnacje
12844,taką sytuację zapłaciłem miesiące doszedł znaczy dostałem rachunki zapłacić drugi,saldo
12845,proste pytanie zadzwoniono problem kartą wiem chodzi,dtv
12846,pytanie telewizor samsung odbierała nowych,dtv
12847,telefon stacjonarny odbiera sygnału,telefon stacjonarny
12848,telefon zwykłych komórkowy malutki chodzę płacić poczty proszę,telefon mobiny
12849,telewizję niesprawną miał przyjść wezwane miało przyjść kompanię denon szesnastej osiemnastej dzwonił pytał telefon sprawny nikt,dtv
12850,telewizję sieci,dtv
12851,telewizję kablówkę problem odbiorem,dtv
12852,telewizory dekoderem program ograniczany jakiejś ciągle kanał,dtv
12853,mieć telewizję telefon,dtv
12854,fakturę babci babcia zmarła rozwiązać umowę wiem zrobić,płatności
12855,pytanie dostaniemy dowody wpłaty telewizor,dtv
12856,telewizor gra przyjechałam urlopu telewizor włączyć wiem stało,internet stacjonarny
12857,opłaty rachunku,saldo
12858,uregulowane chciałam prosić przysłanie nowych rachunków wpłat tysiące,saldo
12859,telewizją muszę zmienić swoim telewizorze dekoder,dtv
12860,zainstalowany dekoder dekoder popsuł dekoder telewizji,dtv
12861,zakłócenia dekoderze kablówki telefonem,dtv
12862,zapłacony rachunek ciągle ćwierkanie telewizorze okrągło macie przekaz,saldo
12863,zgłoszony dekoder działa,dtv
12864,zmiany rachunku opłat,saldo
12865,miałam oddać sprzęt pojechała punkty nieczynne zrobić sprzęt,zwrot sprzętu
12866,miałam wymieniany dekoder programów,dtv
12867,obsłużyć pójść pocztę zapłacić proszę przysłanie kwitów opłat,płatności
12868,mogę pomocy dostałem naliczona fakturę,płatności
12869,mogę telefon domowy,telefon stacjonarny
12870,mogę karty komorna telefonu komórkowego działają,telefon mobilny
12871,mówię nawalił telewizor,dtv
12872,mówić chora bpa,dtv
12873,dostałam pory rachunku,saldo
12874,dostałam kwitków opłaty abonamentu,saldo
12875,dostałam rachunku dowiedzieć jakieś opóźnienie żebym miała potem problemów,saldo
12876,dostałam prostu rachunku żebym zapłaciła,saldo
12877,dostałam ostatniego rachunku wiem ostatni termin płatności,saldo
12878,prostu chciałam zgłosić programów,dtv
12879,głosu telewizorze wiem odzyskać,dtv
12880,zadłużenia żadnego,windykacja
12881,obrazu telewizji chwili,dtv
12882,programu wiedzieć,dtv
12883,programu,dtv
12884,programu ogóle,dtv
12885,rachunku wiem dzieje,saldo
12886,rachunku duża żabia koniec miesiąca,saldo
12887,sygnału sygnał sygnału wiem proszę dzwonię ulicy uroczej,dtv
12888,telewizja telewizji drugi proszę przyszedł,dtv
12889,chwili dekoder odbiera wiem,dtv
12890,zadłużenia,windykacja
12891,żadnego zadłużenia czas regularnie płacę systematycznie,windykacja
12892,stacjonarny,internet stacjonarny
12893,wiem ekranie pisze błąd karty sprawdzić kartę wiem znaczy,dtv
12894,wiem chodzi dekoder źle działa,dtv
12895,wczoraj dwudziestej trzeciej ogóle obrazu telewizji głosu,dtv
12896,odnośnie zaległości telewizję,windykacja
12897,ostatnio ogóle żadnego dekodera wymieniałam samego początku dekodery wiem cudem tę zapłacić,dtv
12898,otrzymałem państwa wiem mogę rozmawiać halo faktury chodzi płatności,płatności
12899,otrzymałem kontaktuję działu płatności bym chciała,saldo
12900,otrzymujesz stale faktury jakiejś dokładkę wiem,płatności
12901,powiem jakiego kłopoty prostu wifi wifi,internet stacjonarny
12902,słyszę słyszy słyszy mniejszy dziwna rzecz telewizora,dtv
12903,chciałam rozwiązać umowę,rezygnacje
12904,debil telewizji rozumiesz przełącz,dtv
12905,internet stacjonarny,internet stacjonarny
12906,internet stacjonarny telewizja,internet stacjonarny
12907,internet stacjonarny,internet stacjonarny
12908,konsultantką powiedz chcesz telefon komórkowy,telefon mobiny
12909,mówię,dtv
12910,telewizji,dtv
12911,pierdzielę,dtv
12912,prostu nabył siłom pilocie dekoder pilot telewizora mogę poradzić umiem włączyć poproszę pomoc,dtv
12913,prostu dzwonię rachunku,saldo
12914,prostu dzwonię rachunku otrzymałam,saldo
12915,prostu wypowiedzenia przedwczesnego wypowiedzenia zerwanie umowy,rezygnacje
12916,poproszę fakturę bieżący miesiąca nazwisko bieńczycki ulica ślęczka mieszkanie,płatności
12917,poproszę nowy pilot telewizora,dtv
12918,poproszę przekierowanie rozmowy konsultanta dotyczący bieżących rachunków umowy,saldo
12919,poproszę druczki kablówkę faktury,płatności
12920,poproszę rachunkiem rachunki,płatności
12921,poproszę windykacją,windykacja
12922,porozmawiać temat saldo,saldo
12923,potrzebuję druki zapłaty,saldo
12924,potrzebuję proszę rachunku,saldo
12925,potrzebuję dowiedzieć wysyłacie faktury,płatności
12926,proszę blankiety zapłaty,płatności
12927,proszę połączenie rachunku zapłaty,saldo
12928,proszę przesłanie kwitów opłat blankietów,płatności
12929,proszę rachunek rachunku dama zapłacone,saldo
12930,proszę telewizję,dtv
12931,proszę dzwonię rachunków,saldo
12932,proszę dzwonię takiej dostałam rachunek zapłacony zapłaciłam internetem,saldo
12933,proszę dekoder chyba psuje wiem pszczela wyłącza telewizor wiem dzieje,dtv
12934,proszę nazwisko białej dzwonię faktury pory faktury proszę,płatności
12935,proszę kontaktu telewizja,dtv
12936,proszę wczoraj wysyłałam opłaty mniej,saldo
12937,proszę zawiesił dekoder odblokować,dtv
12938,chwilą dzwoniłam programu telewizyjnego wrzawy konsultacje wolny proszę połączyć limina załatwić,dtv
12939,chwilką zdałam dekoder nagrywarką zostałam dekodera zrobić żebym mogła oglądać telewizję,dtv
12940,rachunku,saldo
12941,rozmawiałam chwilą opłaty jakiejś dopłaty zostało przerwane połączenie,saldo
12942,chciałam dowiedzieć dostanę książeczkę opłat,płatności
12943,chciałam dowiedzieć dostałam wysoki rachunek,saldo
12944,chciałam dowiedzieć dostanę rachunki rachunki skręcili,saldo
12945,chciałam dowiedzieć temat opłat płacę miesiąc internet,płatności
12946,chciałam zapytać mamy rachunków,saldo
12947,chciałam zapytać rachunek zapłacić abonament masz dzwoniłam,saldo
12948,kontaktuję odstąpienie umowy wczoraj upłynął termin dalej kanały działają wysyłany,odstąpienie
12949,kontaktuję technicznych problem kartą mogę odbierać programów,dtv
12950,kontaktuję technicznych prostu telewizor odbiera pewnie wcisnęłam nieodpowiedniego wciąż zobaczyć fachowiec,dtv
12951,kontaktuję przyszedł rachunek numery rachunku,saldo
12952,kontaktuję otrzymanej faktury,płatności
12953,kontaktuję opłat,płatności
12954,kontaktuję opłat abonament,płatności
12955,kontaktuję opłat,płatności
12956,kontaktuję rachunku,saldo
12957,kontaktuję rachunku muszę chciała fakturę przesunąć styczniową,saldo
12958,kontaktuję rachunku chodzi rachunki,saldo
12959,kontaktuję rachunku proszę,saldo
12960,kontaktuję remontu naprawienia telewizora,dtv
12961,kontaktuję rezygnacji członkostwa vectrze,rezygnacje
12962,kontaktuję rzekomo niezapłaconego jakiegoś rachunku opłacone,saldo
12963,kontaktuję zapłacony rachunek rachunek zapłacony,saldo
12964,kontaktuję dostać rachunek kablową dostałam rzymie mogła oddzwoni,saldo
12965,kontaktuję ziemi przyszły drugi opłaty,saldo
12966,nazywam rezultat iskierka chciałam spytać rachunek przyszło płacić szkielet,saldo
12967,orientuję proszę temat reperacji obsługi telewizora dwóch dni odbiera bym prosił pomoc,dtv
12968,proszę chciałam zapytać dzwonię sośnicy mogę wymienić pilot dekodera,dtv
12969,rachunku rachunków kontaktu bania,saldo
12970,zawieszenia telewizji internetu,dtv
12971,ramach zwrotu sprzętu znaczy internetu,zwrot sprzętu
12972,sprawy techniczne proszę chciałem zgłosić innego,dtv
12973,sprzedaję mieszkanie zrezygnować kablówki kupującej chce kablówki,rezygnacje
12974,chciałem telewizor chwili nowy telewizor odbiera,dtv
12975,telewizorów terenie świętochłowic mamy programu,dtv
12976,telewizja telewizja dostępu telewizji,dtv
12977,telewizor proszę rachunki rachunek telewizor,dtv
12978,czekam konsultanta przyszedł telewizor ustawić ogóle odbieram programów,dtv
12979,dostałem założeń kablówkę dostałem dostałam jakieś nowy rachunki tęczy zapytać zapłacony,saldo
12980,stacjonarnego,internet stacjonarny
12981,telefonu komórkowy komórkowego,telefon mobilny
12982,dzwonię odnośnie faktury nazwisko ulica zakładowa pionkach,płatności
12983,ogóle dostaję faktury musiałam zapłacić parę wiem,płatności
12984,zapłacić swoją zaległość,windykacja
12985,telewizję internet chodzi,dtv
12986,rachunków kablówkę,saldo
12987,uzgodnić płatności opłaty credo watt,saldo
12988,telewizji telewizji internetu proszę,dtv
12989,chciałam prostu chodzi chodzi chciałam roczną opłatę zrobić konta,saldo
12990,chciałem zapytać zadłużenie jakiejś uregulować kwotę całą,windykacja
12991,chciałem zadzwonić rachunku zapłacić mogę zapłacić,saldo
12992,czym pomóc jabłoń otrzymałem rachunku,saldo
12993,ogóle telewizji airfree,dtv
12994,faktury rachunku,płatności
12995,rachunku,saldo
12996,technicznych dekoder funkcjonuje miałam zakładany pory porządku,dtv
12997,technicznych awaria możemy oglądać telewizji,dtv
12998,awarii dekodera,dtv
12999,bloczków ab otrzymałam zapłaty,saldo
